block,poolId,gaugeId,userAddress,balancer_bpt
19181967,0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,-,0xa23f54e0bb57a6114d831c080823f5fe2616cf98,1016.006977848476827924
19181967,0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,-,0x5a14bd3f2bf84c3690d653f1d40cfb7a8a9b3c26,401.040230750106664973
19181967,0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,-,0x1adcf07389b1f6605c44a7683c50a5243829a92c,39.9606093855569484
19181967,0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,-,0x4d2179a536e4faf158d63234d935643abd62a605,15.841229230241582254
19181967,0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,-,0xda5930dc7c0022ecf9a084120df232c24e54ddab,5.090177681582710448
19181967,0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,-,0xeed4a038efaa0824120c7dc846999f8ee8c69fda,3.395578699171560267
19181967,0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,-,0x7c818d46acef870ea88137bf553594f4803872ca,3.001365003052657835
19181967,0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,-,0x103b30fb440e163ce56d6152b892b6d63c932b53,2.631973063907571381
19181967,0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,-,0xf9107317b0ff77ed5b7adea15e50514a3564002b,2.117538288241548942
19181967,0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,-,0x5f41da6641b2e94b4cb698aa06c494d42ebcb6d0,2.100604566995998159
19181967,0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,-,0x4daed30bb49317c0590f2976d6b47aa9b463a797,2.095432633968229837
19181967,0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,-,0xc6160f5bc3c673ac390f11c492e8ed0d0693579a,2.039232686329348037
19181967,0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,-,0x991b9d51e5526d497a576df82eaa4bea51ead16e,2.003925294785437166
19181967,0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,-,0xcce44ef76c5d1a6c756066edf29de2f68bc98bba,2.002994516290341923
19181967,0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,-,0xabd263d64781a01fe3d9b17f12fc95f6fccb2943,2.000496178229580114
19181967,0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,-,0xc6571c2fb66825f13b7751b1c334810d397618eb,1.98874087493581304
19181967,0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,-,0x8d90da9e6c5c251281b9ffa7cff230326464650f,1.523814765004797179
19181967,0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,-,0x78aba2a70f2ee00b27ec6e55f478117d9229ac14,1.07333601465285026
19181967,0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,-,0x2810b9bc26af8d0a97749a107246228ef84a1fa4,1.023214592192516325
19181967,0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,-,0x5c89c420a9e82ea9aedbaaab03302e39982919b9,1.003340189854410409
19181967,0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,-,0x55c94752b98deac4afc283dc52116179d1c8d0c6,0.997301105648289643
19181967,0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,-,0xce88686553686da562ce7cea497ce749da109f9f,0.774431614080794025
19181967,0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,-,0x638fb8c8f1243076d87046653877b6ebaf1ed986,0.637507104829195473
19181967,0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,-,0x1cc5c8ae16b8c5857c41981cafe958d592c3ba7e,0.509682074501645532
19181967,0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,-,0x0bcdb6d9b27bd62d3de605393902c7d1a2c71aab,0.401090596312984159
19181967,0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,-,0x6aa9a2432c8c268967f6520b4d666c1060111405,0.338286868397648064
